15:40:03:776,0.48095736,9.288938,1.4668003,0.46035892,0.26864445,-0.117226675,90.0,0
15:40:03:785,-0.062213387,10.624132,0.43070808,0.46035892,0.26864445,-0.117226675,90.0,0
15:40:03:811,-0.062213387,10.624132,0.43070808,-0.8450089,0.3504589,0.22102112,90.0,0
15:40:03:872,0.062213387,10.987842,0.5240282,-0.8450089,0.3504589,0.22102112,90.0,0
15:40:03:880,-0.37567315,9.413364,1.3878372,-0.8450089,0.3504589,0.22102112,90.0,0
15:40:03:886,-0.37567315,9.413364,1.3878372,0.34679556,0.07570889,-0.009768889,90.0,0
15:40:03:943,-0.37567315,9.413364,1.3878372,-1.1295278,-0.046402223,0.25765446,90.0,0
15:40:03:967,-0.25124636,9.559326,1.4644074,-1.1295278,-0.046402223,0.25765446,90.0,0
15:40:03:985,-0.25124636,9.559326,1.4644074,-0.8669889,-0.039075557,0.2869611,90.0,0
15:40:04:018,-0.25124636,9.559326,1.4644074,-0.12211112,-0.23811668,-0.08425667,90.0,0
15:40:04:061,0.45224348,8.82473,2.172683,-0.12211112,-0.23811668,-0.08425667,90.0,0
15:40:04:072,0.4354937,9.552148,1.9046868,-0.12211112,-0.23811668,-0.08425667,90.0,0
15:40:04:096,0.4354937,9.552148,1.9046868,-0.6032289,-0.34679556,0.036633335,90.0,0
15:40:04:153,0.27996024,10.040284,1.7587247,-0.6032289,-0.34679556,0.036633335,90.0,0
15:40:04:161,1.3710874,8.846265,3.2183464,-0.6032289,-0.34679556,0.036633335,90.0,0
15:40:04:185,1.3710874,8.846265,3.2183464,0.05617111,-0.39075556,0.019537779,90.0,0
15:40:04:225,1.3710874,8.846265,3.2183464,0.036633335,-0.17706113,-0.019537779,90.0,0
15:40:04:247,1.4404793,9.128618,2.440679,0.036633335,-0.17706113,-0.019537779,90.0,0
15:40:04:262,1.4404793,9.128618,2.440679,0.09280445,-0.17217667,0.05372889,90.0,0
15:40:04:301,1.4404793,9.128618,2.440679,-0.098910004,-0.28085557,0.08669889,90.0,0
15:40:04:342,1.5720844,9.078369,2.5603201,-0.098910004,-0.28085557,0.08669889,90.0,0
15:40:04:350,2.2755744,8.9108715,2.9575288,-0.098910004,-0.28085557,0.08669889,90.0,0
15:40:04:377,2.2755744,8.9108715,2.9575288,0.19904111,-0.28085557,0.10013112,90.0,0
15:40:04:436,1.8089739,8.874979,2.821138,0.19904111,-0.28085557,0.10013112,90.0,0
15:40:04:444,2.428715,8.9108715,3.2279177,0.19904111,-0.28085557,0.10013112,90.0,0
15:40:04:463,2.428715,8.9108715,3.2279177,-0.7021389,0.18438779,0.90118,90.0,0
15:40:04:508,2.428715,8.9108715,3.2279177,0.06227667,1.2980411,1.7339778,90.0,0
15:40:04:530,6.053841,4.347759,3.103491,0.06227667,1.2980411,1.7339778,90.0,0
15:40:04:537,6.053841,4.347759,3.103491,0.43471557,1.2101212,2.141829,90.0,0
15:40:04:583,6.053841,4.347759,3.103491,0.8450089,0.6972545,3.0576622,90.0,0
15:40:04:623,6.273981,4.0797625,0.040677983,0.8450089,0.6972545,3.0576622,90.0,0
15:40:04:631,5.3742795,5.4963136,-1.8951155,0.8450089,0.6972545,3.0576622,90.0,0
15:40:04:653,5.3742795,5.4963136,-1.8951155,-0.9683412,-0.8621045,4.5205536,90.0,0
15:40:04:706,5.3742795,5.4963136,-1.8951155,2.7609324,-2.9599733,3.2701356,90.0,0
15:40:04:720,6.24766,7.8197446,-1.2634103,2.7609324,-2.9599733,3.2701356,90.0,0
15:40:04:729,6.24766,7.8197446,-1.2634103,2.394599,-2.6070724,3.03324,90.0,0
15:40:04:781,6.24766,7.8197446,-1.2634103,2.5301423,-0.42372558,-1.4201523,90.0,0
15:40:04:813,12.330215,15.840486,-1.3328022,2.5301423,-0.42372558,-1.4201523,90.0,0
15:40:04:825,13.533805,13.7324095,4.883751,2.5301423,-0.42372558,-1.4201523,90.0,0
15:40:04:858,13.533805,13.7324095,4.883751,-1.1234223,0.7436567,-2.3958201,90.0,0
15:40:04:907,11.887543,15.842878,8.396415,-1.1234223,0.7436567,-2.3958201,90.0,0
15:40:04:919,9.329616,7.4584284,2.7996025,-1.1234223,0.7436567,-2.3958201,90.0,0
15:40:04:938,9.329616,7.4584284,2.7996025,0.9500245,-0.43471557,-5.4534826,90.0,0
15:40:04:988,9.329616,7.4584284,2.7996025,-1.2821667,-0.9426978,-0.28818223,90.0,0
15:40:05:003,6.290731,7.776674,-0.5383851,-1.2821667,-0.9426978,-0.28818223,90.0,0
15:40:05:020,6.290731,7.776674,-0.5383851,-2.1577034,-0.20514667,0.42861003,90.0,0
15:40:05:065,6.290731,7.776674,-0.5383851,6.4035068,1.8695211,0.11844778,90.0,0
15:40:05:099,5.4580283,-2.9742785,3.2039895,6.4035068,1.8695211,0.11844778,90.0,0
15:40:05:113,4.1515474,8.19781,-3.2183464,6.4035068,1.8695211,0.11844778,90.0,0
15:40:05:142,4.1515474,8.19781,-3.2183464,4.316628,1.2772822,2.5643334,90.0,0
