16:15:49:934,3.7830527,2.103291,9.06162,-0.01099,0.078151114,0.048844445,106.0,0
16:15:49:942,3.359523,2.3401806,8.863015,-0.01099,0.078151114,0.048844445,106.0,0
16:15:49:960,3.359523,2.3401806,8.863015,0.007326667,-0.064718895,0.029306669,106.0,0
16:15:50:015,3.359523,2.3401806,8.863015,-0.012211111,-0.08303556,-0.009768889,106.0,0
16:15:50:031,3.2925239,2.5196424,8.688339,-0.012211111,-0.08303556,-0.009768889,106.0,0
16:15:50:039,3.2925239,2.5196424,8.688339,0.0024422223,-0.09524667,-0.018316668,106.0,0
16:15:50:092,3.2925239,2.5196424,8.688339,0.012211111,-0.0036633336,-0.034191113,106.0,0
16:15:50:123,3.7447674,2.347359,8.829515,0.012211111,-0.0036633336,-0.034191113,106.0,0
16:15:50:131,4.0965123,2.4789643,8.999406,0.012211111,-0.0036633336,-0.034191113,106.0,0
16:15:50:158,4.0965123,2.4789643,8.999406,0.06960334,0.10013112,-0.04029667,106.0,0
16:15:50:216,3.9481573,2.3282163,8.975478,0.06960334,0.10013112,-0.04029667,106.0,0
16:15:50:225,3.347559,2.4311078,8.760123,0.06960334,0.10013112,-0.04029667,106.0,0
16:15:50:244,3.347559,2.4311078,8.760123,0.019537779,0.042738892,-0.025643334,106.0,0
16:15:50:291,3.347559,2.4311078,8.760123,0.014653334,0.029306669,-0.015874445,106.0,0
16:15:50:318,3.2757742,2.4191437,8.738588,0.014653334,0.029306669,-0.015874445,106.0,0
16:15:50:331,3.2757742,2.4191437,8.738588,0.0012211112,0.089141116,-0.02075889,106.0,0
16:15:50:365,3.2757742,2.4191437,8.738588,-0.0012211112,-0.0061055557,0.0048844446,106.0,0
16:15:50:404,3.5270207,2.4622145,8.915657,-0.0012211112,-0.0061055557,0.0048844446,106.0,0
16:15:50:412,3.5724843,2.469393,8.865408,-0.0012211112,-0.0061055557,0.0048844446,106.0,0
16:15:50:440,3.5724843,2.469393,8.865408,0.014653334,-0.007326667,0.009768889,106.0,0
16:15:50:502,3.4648073,2.481357,8.788837,0.014653334,-0.007326667,0.009768889,106.0,0
16:15:50:508,3.5174494,2.6129622,8.85823,0.014653334,-0.007326667,0.009768889,106.0,0
16:15:50:518,3.5174494,2.6129622,8.85823,-0.05372889,-0.029306669,0.008547778,106.0,0
16:15:50:576,3.5174494,2.6129622,8.85823,-0.03297,-0.09036223,0.01099,106.0,0
16:15:50:597,3.481557,2.3114667,8.681161,-0.03297,-0.09036223,0.01099,106.0,0
16:15:50:617,3.481557,2.3114667,8.681161,-0.037854444,-0.039075557,0.0061055557,106.0,0
16:15:50:647,3.481557,2.3114667,8.681161,-0.042738892,-0.008547778,0.023201112,106.0,0
16:15:50:688,3.8285162,2.2875385,8.724232,-0.042738892,-0.008547778,0.023201112,106.0,0
16:15:50:694,3.790231,2.201397,9.037691,-0.042738892,-0.008547778,0.023201112,106.0,0
16:15:50:722,3.790231,2.201397,9.037691,-0.05006556,0.014653334,0.013432222,106.0,0
16:15:50:784,3.8237305,2.2779672,9.052048,-0.05006556,0.014653334,0.013432222,106.0,0
16:15:50:792,3.522235,2.160719,9.006584,-0.05006556,0.014653334,0.013432222,106.0,0
16:15:50:806,3.522235,2.160719,9.006584,-0.10013112,0.04151778,0.018316668,106.0,0
16:15:50:855,3.522235,2.160719,9.006584,-0.029306669,-0.03297,0.024422223,106.0,0
16:15:50:879,3.505485,2.120041,8.939586,-0.029306669,-0.03297,0.024422223,106.0,0
16:15:50:888,3.505485,2.120041,8.939586,0.02198,-0.018316668,0.013432222,106.0,0
16:15:50:930,3.505485,2.120041,8.939586,0.13798556,-0.014653334,-0.009768889,106.0,0
16:15:50:972,3.6203406,2.07697,8.860622,0.13798556,-0.014653334,-0.009768889,106.0,0
16:15:50:981,3.7543387,2.5411777,9.056833,0.13798556,-0.014653334,-0.009768889,106.0,0
16:15:51:004,3.7543387,2.5411777,9.056833,0.26864445,0.15508112,-0.08059334,106.0,0
16:15:51:064,3.7567315,2.7445676,9.085547,0.26864445,0.15508112,-0.08059334,106.0,0
16:15:51:072,3.3643086,2.5316064,8.781659,0.26864445,0.15508112,-0.08059334,106.0,0
16:15:51:079,3.3643086,2.5316064,8.781659,0.30161446,0.17584,-0.17217667,106.0,0
16:15:51:129,3.3643086,2.5316064,8.781659,0.2759711,0.14287001,-0.20392556,106.0,0
16:15:51:161,2.8881369,3.723232,8.336594,0.2759711,0.14287001,-0.20392556,106.0,0
16:15:51:170,2.617748,3.9840498,8.73141,0.2759711,0.14287001,-0.20392556,106.0,0
16:15:51:204,2.617748,3.9840498,8.73141,0.054950003,0.11600556,-0.19049335,106.0,0
16:15:51:254,2.4143581,3.9744785,8.666803,0.054950003,0.11600556,-0.19049335,106.0,0
16:15:51:263,2.053042,3.778267,9.152547,0.054950003,0.11600556,-0.19049335,106.0,0
16:15:51:283,2.053042,3.778267,9.152547,-0.098910004,-0.098910004,0.015874445,106.0,0
16:15:51:335,2.053042,3.778267,9.152547,-0.19537778,-0.4371578,-0.06227667,106.0,0
16:15:51:351,1.7084754,4.331009,9.549755,-0.19537778,-0.4371578,-0.06227667,106.0,0
16:15:51:360,1.7084754,4.331009,9.549755,-0.26742333,-0.34679556,0.064718895,106.0,0
16:15:51:409,1.7084754,4.331009,9.549755,-0.26498112,-0.58247,0.0012211112,106.0,0
16:15:51:441,1.8113668,3.505485,8.817552,-0.26498112,-0.58247,0.0012211112,106.0,0
16:15:51:453,3.4480574,3.7830527,8.315059,-0.26498112,-0.58247,0.0012211112,106.0,0
16:15:51:486,3.4480574,3.7830527,8.315059,-0.37488112,-0.49821335,0.0061055557,106.0,0
16:15:51:535,3.912265,3.345166,8.1738825,-0.37488112,-0.49821335,0.0061055557,106.0,0
16:15:51:543,4.5272202,1.5864414,8.449057,-0.37488112,-0.49821335,0.0061055557,106.0,0
16:15:51:562,4.5272202,1.5864414,8.449057,-0.12577444,-0.29917222,0.15141778,106.0,0
16:15:51:617,4.5272202,1.5864414,8.449057,0.023201112,-0.054950003,0.16485001,106.0,0
16:15:51:629,4.486542,1.591227,8.456235,0.023201112,-0.054950003,0.16485001,106.0,0
16:15:51:638,4.486542,1.591227,8.456235,-0.10135223,0.034191113,0.17706113,106.0,0
16:15:51:697,4.486542,1.591227,8.456235,-0.34679556,0.10867889,0.17950334,106.0,0
16:15:51:731,4.685147,2.6608188,8.635697,-0.34679556,0.10867889,0.17950334,106.0,0
16:15:51:741,4.421936,2.4382863,9.332008,-0.34679556,0.10867889,0.17950334,106.0,0
16:15:51:768,4.421936,2.4382863,9.332008,-0.8975167,0.2625389,0.14042778,106.0,0
16:15:51:820,4.4075794,2.57707,9.257831,-0.8975167,0.2625389,0.14042778,106.0,0
16:15:51:828,3.8931224,1.5266209,8.549556,-0.8975167,0.2625389,0.14042778,106.0,0
16:15:51:844,3.8931224,1.5266209,8.549556,-0.30405667,0.15019667,0.07570889,106.0,0
16:15:51:902,3.8931224,1.5266209,8.549556,0.1306589,-0.023201112,-0.025643334,106.0,0
16:15:51:914,3.5030923,-0.023928227,8.537591,0.1306589,-0.023201112,-0.025643334,106.0,0
16:15:51:927,3.5030923,-0.023928227,8.537591,0.05617111,0.046402223,-0.024422223,106.0,0
16:15:51:975,3.5030923,-0.023928227,8.537591,0.03297,-0.037854444,-0.06227667,106.0,0
16:15:52:008,3.9984066,1.4261223,8.898908,0.03297,-0.037854444,-0.06227667,106.0,0
16:15:52:016,3.9338005,0.93559366,8.894122,0.03297,-0.037854444,-0.06227667,106.0,0
16:15:52:054,3.9338005,0.93559366,8.894122,0.023201112,-0.02075889,-0.06960334,106.0,0
16:15:52:100,4.072584,1.1700903,8.937193,0.023201112,-0.02075889,-0.06960334,106.0,0
16:15:52:108,4.058227,0.95473623,9.037691,0.023201112,-0.02075889,-0.06960334,106.0,0
16:15:52:115,4.058227,0.95473623,9.037691,0.091583334,0.04396,-0.057392225,106.0,0
16:15:52:172,4.058227,0.95473623,9.037691,0.14287001,-0.035412222,-0.05250778,106.0,0
